id,val_1,val_2,val_3,id_node,type,index,id_parent
166,32,3761,0,81,2,0,81
167,49,3076,0,81,2,1,81
168,32,3810,0,82,2,0,82
169,49,2992,0,82,2,1,82
170,32,3858,0,83,2,0,83
171,49,2909,0,83,2,1,83
172,32,3905,0,84,2,0,84
173,49,2827,0,84,2,1,84
174,32,3951,0,85,2,0,85
175,49,2745,0,85,2,1,85
176,32,3997,0,86,2,0,86
177,49,2664,0,86,2,1,86
178,32,2664,0,87,2,0,87
179,40,3997,0,87,2,1,87
180,32,2745,0,88,2,0,88
181,40,3951,0,88,2,1,88
182,32,2827,0,89,2,0,89
183,40,3905,0,89,2,1,89
184,32,2909,0,90,2,0,90
185,40,3858,0,90,2,1,90
186,32,2992,0,91,2,0,91
187,40,3810,0,91,2,1,91
188,32,3076,0,92,2,0,92
189,40,3761,0,92,2,1,92
190,32,3161,0,93,2,0,93
191,40,3711,0,93,2,1,93
192,32,3246,0,94,2,0,94
193,40,3661,0,94,2,1,94
194,32,3332,0,95,2,0,95
195,40,3610,0,95,2,1,95
196,32,3418,0,96,2,0,96
197,40,3559,0,96,2,1,96
198,32,3506,0,97,2,0,97
199,40,3506,0,97,2,1,97
200,32,3559,0,98,2,0,98
201,40,3418,0,98,2,1,98
202,32,3610,0,99,2,0,99
203,40,3332,0,99,2,1,99
204,32,3661,0,100,2,0,100
205,40,3246,0,100,2,1,100
206,32,3711,0,101,2,0,101
207,40,3161,0,101,2,1,101
208,32,3761,0,102,2,0,102
209,40,3076,0,102,2,1,102
210,32,3810,0,103,2,0,103
211,40,2992,0,103,2,1,103
212,32,3858,0,104,2,0,104
213,40,2909,0,104,2,1,104
214,32,3905,0,105,2,0,105
215,40,2827,0,105,2,1,105
216,32,3951,0,106,2,0,106
217,40,2745,0,106,2,1,106
218,32,3997,0,107,2,0,107
219,40,2664,0,107,2,1,107
220,36,2664,0,108,2,0,108
221,49,3997,0,108,2,1,108
222,36,2745,0,109,2,0,109
223,49,3951,0,109,2,1,109
224,36,2827,0,110,2,0,110
225,49,3905,0,110,2,1,110
226,36,2909,0,111,2,0,111
227,49,3858,0,111,2,1,111
228,36,2992,0,112,2,0,112
229,49,3810,0,112,2,1,112
230,36,3076,0,113,2,0,113
231,49,3761,0,113,2,1,113
232,36,3161,0,114,2,0,114
233,49,3711,0,114,2,1,114
234,36,3246,0,115,2,0,115
235,49,3661,0,115,2,1,115
236,36,3332,0,116,2,0,116
237,49,3610,0,116,2,1,116
238,36,3418,0,117,2,0,117
239,49,3559,0,117,2,1,117
240,36,3506,0,118,2,0,118
241,49,3506,0,118,2,1,118
242,36,3559,0,119,2,0,119
243,49,3418,0,119,2,1,119
244,36,3610,0,120,2,0,120
245,49,3332,0,120,2,1,120
246,36,3661,0,121,2,0,121
247,49,3246,0,121,2,1,121
248,36,3711,0,122,2,0,122
249,49,3161,0,122,2,1,122
250,36,3761,0,123,2,0,123
251,49,3076,0,123,2,1,123
252,36,3810,0,124,2,0,124
253,49,2992,0,124,2,1,124
254,36,3858,0,125,2,0,125
255,49,2909,0,125,2,1,125
256,36,3905,0,126,2,0,126
257,49,2827,0,126,2,1,126
258,36,3951,0,127,2,0,127
259,49,2745,0,127,2,1,127
260,36,3997,0,128,2,0,128
261,49,2664,0,128,2,1,128
262,36,2664,0,129,2,0,129
263,32,3997,0,129,2,1,129
264,36,2745,0,130,2,0,130
265,32,3951,0,130,2,1,130
266,36,2827,0,131,2,0,131
267,32,3905,0,131,2,1,131
268,36,2909,0,132,2,0,132
269,32,3858,0,132,2,1,132
270,36,2992,0,133,2,0,133
271,32,3810,0,133,2,1,133
272,36,3076,0,134,2,0,134
273,32,3761,0,134,2,1,134
274,36,3161,0,135,2,0,135
275,32,3711,0,135,2,1,135
276,36,3246,0,136,2,0,136
277,32,3661,0,136,2,1,136
278,36,3332,0,137,2,0,137
279,32,3610,0,137,2,1,137
280,36,3418,0,138,2,0,138
281,32,3559,0,138,2,1,138
282,36,3506,0,139,2,0,139
283,32,3506,0,139,2,1,139
284,36,3559,0,140,2,0,140
285,32,3418,0,140,2,1,140
286,36,3610,0,141,2,0,141
287,32,3332,0,141,2,1,141
288,36,3661,0,142,2,0,142
289,32,3246,0,142,2,1,142
290,36,3711,0,143,2,0,143
291,32,3161,0,143,2,1,143
292,36,3761,0,144,2,0,144
293,32,3076,0,144,2,1,144
294,36,3810,0,145,2,0,145
295,32,2992,0,145,2,1,145
296,36,3858,0,146,2,0,146
297,32,2909,0,146,2,1,146
298,36,3905,0,147,2,0,147
299,32,2827,0,147,2,1,147
300,36,3951,0,148,2,0,148
301,32,2745,0,148,2,1,148
302,36,3997,0,149,2,0,149
303,32,2664,0,149,2,1,149
304,36,2664,0,150,2,0,150
305,40,3997,0,150,2,1,150
306,36,2745,0,151,2,0,151
307,40,3951,0,151,2,1,151
308,36,2827,0,152,2,0,152
309,40,3905,0,152,2,1,152
310,36,2909,0,153,2,0,153
311,40,3858,0,153,2,1,153
312,36,2992,0,154,2,0,154
313,40,3810,0,154,2,1,154
314,36,3076,0,155,2,0,155
315,40,3761,0,155,2,1,155
316,36,3161,0,156,2,0,156
317,40,3711,0,156,2,1,156
318,36,3246,0,157,2,0,157
319,40,3661,0,157,2,1,157
320,36,3332,0,158,2,0,158
321,40,3610,0,158,2,1,158
322,36,3418,0,159,2,0,159
323,40,3559,0,159,2,1,159
324,36,3506,0,160,2,0,160
325,40,3506,0,160,2,1,160
326,36,3559,0,161,2,0,161
327,40,3418,0,161,2,1,161
328,36,3610,0,162,2,0,162
329,40,3332,0,162,2,1,162
330,36,3661,0,163,2,0,163
331,40,3246,0,163,2,1,163
332,36,3711,0,164,2,0,164
333,40,3161,0,164,2,1,164
334,36,3761,0,165,2,0,165
335,40,3076,0,165,2,1,165
336,36,3810,0,166,2,0,166
337,40,2992,0,166,2,1,166
338,36,3858,0,167,2,0,167
339,40,2909,0,167,2,1,167
340,36,3905,0,168,2,0,168
341,40,2827,0,168,2,1,168
342,36,3951,0,169,2,0,169
343,40,2745,0,169,2,1,169
344,36,3997,0,170,2,0,170
345,40,2664,0,170,2,1,170
346,3,0,0,171,3,0,171
347,2,0,0,171,1,1,171
353,49,2664,0,175,2,0,175
354,36,3997,0,175,2,1,175
355,49,2745,0,176,2,0,176
356,36,3951,0,176,2,1,176
357,49,2827,0,177,2,0,177
358,36,3905,0,177,2,1,177
359,49,2909,0,178,2,0,178
360,36,3858,0,178,2,1,178
361,49,2992,0,179,2,0,179
362,36,3810,0,179,2,1,179
363,49,3076,0,180,2,0,180
364,36,3761,0,180,2,1,180
365,49,3161,0,181,2,0,181
366,36,3711,0,181,2,1,181
367,49,3246,0,182,2,0,182
368,36,3661,0,182,2,1,182
369,49,3332,0,183,2,0,183
370,36,3610,0,183,2,1,183
371,49,3418,0,184,2,0,184
372,36,3559,0,184,2,1,184
373,49,3506,0,185,2,0,185
374,36,3506,0,185,2,1,185
375,49,3559,0,186,2,0,186
376,36,3418,0,186,2,1,186
377,49,3610,0,187,2,0,187
378,36,3332,0,187,2,1,187
379,49,3661,0,188,2,0,188
380,36,3246,0,188,2,1,188
381,49,3711,0,189,2,0,189
382,36,3161,0,189,2,1,189
383,49,3761,0,190,2,0,190
384,36,3076,0,190,2,1,190
385,49,3810,0,191,2,0,191
386,36,2992,0,191,2,1,191
387,49,3858,0,192,2,0,192
388,36,2909,0,192,2,1,192
389,49,3905,0,193,2,0,193
390,36,2827,0,193,2,1,193
391,49,3951,0,194,2,0,194
392,36,2745,0,194,2,1,194
393,49,3997,0,195,2,0,195
394,36,2664,0,195,2,1,195
395,49,2664,0,196,2,0,196
396,40,3997,0,196,2,1,196
397,49,2745,0,197,2,0,197
398,40,3951,0,197,2,1,197
399,49,2827,0,198,2,0,198
400,40,3905,0,198,2,1,198
401,49,2909,0,199,2,0,199
402,40,3858,0,199,2,1,199
403,49,2992,0,200,2,0,200
404,40,3810,0,200,2,1,200
405,49,3076,0,201,2,0,201
406,40,3761,0,201,2,1,201
407,49,3161,0,202,2,0,202
408,40,3711,0,202,2,1,202
409,49,3246,0,203,2,0,203
410,40,3661,0,203,2,1,203
411,49,3332,0,204,2,0,204
412,40,3610,0,204,2,1,204
413,49,3418,0,205,2,0,205
414,40,3559,0,205,2,1,205
415,49,3506,0,206,2,0,206
416,40,3506,0,206,2,1,206
417,49,3559,0,207,2,0,207
418,40,3418,0,207,2,1,207
419,49,3610,0,208,2,0,208
420,40,3332,0,208,2,1,208
421,49,3661,0,209,2,0,209
422,40,3246,0,209,2,1,209
423,49,3711,0,210,2,0,210
424,40,3161,0,210,2,1,210
425,49,3761,0,211,2,0,211
426,40,3076,0,211,2,1,211
427,49,3810,0,212,2,0,212
428,40,2992,0,212,2,1,212
429,49,3858,0,213,2,0,213
430,40,2909,0,213,2,1,213
431,49,3905,0,214,2,0,214
432,40,2827,0,214,2,1,214
433,49,3951,0,215,2,0,215
434,40,2745,0,215,2,1,215
435,49,3997,0,216,2,0,216
436,40,2664,0,216,2,1,216
437,36,2664,0,217,2,0,217
438,40,3997,0,217,2,1,217
439,36,2745,0,218,2,0,218
440,40,3951,0,218,2,1,218
441,36,2827,0,219,2,0,219
442,40,3905,0,219,2,1,219
443,36,2909,0,220,2,0,220
444,40,3858,0,220,2,1,220
445,36,2992,0,221,2,0,221
446,40,3810,0,221,2,1,221
447,36,3076,0,222,2,0,222
448,40,3761,0,222,2,1,222
449,36,3161,0,223,2,0,223
450,40,3711,0,223,2,1,223
451,36,3246,0,224,2,0,224
452,40,3661,0,224,2,1,224
453,36,3332,0,225,2,0,225
454,40,3610,0,225,2,1,225
455,36,3418,0,226,2,0,226
456,40,3559,0,226,2,1,226
457,36,3506,0,227,2,0,227
458,40,3506,0,227,2,1,227
459,36,3559,0,228,2,0,228
460,40,3418,0,228,2,1,228
461,36,3610,0,229,2,0,229
462,40,3332,0,229,2,1,229
463,36,3661,0,230,2,0,230
464,40,3246,0,230,2,1,230
465,36,3711,0,231,2,0,231
466,40,3161,0,231,2,1,231
467,36,3761,0,232,2,0,232
468,40,3076,0,232,2,1,232
469,36,3810,0,233,2,0,233
470,40,2992,0,233,2,1,233
471,36,3858,0,234,2,0,234
472,40,2909,0,234,2,1,234
473,36,3905,0,235,2,0,235
474,40,2827,0,235,2,1,235
475,36,3951,0,236,2,0,236
476,40,2745,0,236,2,1,236
477,36,3997,0,237,2,0,237
478,40,2664,0,237,2,1,237
479,40,2664,0,238,2,0,238
480,32,3997,0,238,2,1,238
481,40,2745,0,239,2,0,239
482,32,3951,0,239,2,1,239
483,40,2827,0,240,2,0,240
484,32,3905,0,240,2,1,240
485,40,2909,0,241,2,0,241
486,32,3858,0,241,2,1,241
487,40,2992,0,242,2,0,242
488,32,3810,0,242,2,1,242
489,40,3076,0,243,2,0,243
490,32,3761,0,243,2,1,243
491,40,3161,0,244,2,0,244
492,32,3711,0,244,2,1,244
493,40,3246,0,245,2,0,245
494,32,3661,0,245,2,1,245
495,40,3332,0,246,2,0,246
496,32,3610,0,246,2,1,246
497,40,3418,0,247,2,0,247
498,32,3559,0,247,2,1,247
499,40,3506,0,248,2,0,248
500,32,3506,0,248,2,1,248
501,40,3559,0,249,2,0,249
502,32,3418,0,249,2,1,249
503,40,3610,0,250,2,0,250
504,32,3332,0,250,2,1,250
505,40,3661,0,251,2,0,251
506,32,3246,0,251,2,1,251
507,40,3711,0,252,2,0,252
508,32,3161,0,252,2,1,252
509,40,3761,0,253,2,0,253
510,32,3076,0,253,2,1,253
511,40,3810,0,254,2,0,254
512,32,2992,0,254,2,1,254
513,40,3858,0,255,2,0,255
514,32,2909,0,255,2,1,255
515,40,3905,0,256,2,0,256
516,32,2827,0,256,2,1,256
517,40,3951,0,257,2,0,257
518,32,2745,0,257,2,1,257
519,40,3997,0,258,2,0,258
520,32,2664,0,258,2,1,258
521,40,2664,0,259,2,0,259
522,36,3997,0,259,2,1,259
523,40,2745,0,260,2,0,260
524,36,3951,0,260,2,1,260
525,40,2827,0,261,2,0,261
526,36,3905,0,261,2,1,261
527,50,2909,0,262,2,0,262
528,36,3858,0,262,2,1,262
529,40,2992,0,263,2,0,263
530,36,3810,0,263,2,1,263
531,40,3076,0,264,2,0,264
532,36,3761,0,264,2,1,264
533,40,3161,0,265,2,0,265
534,36,3711,0,265,2,1,265
535,40,3246,0,266,2,0,266
536,36,3661,0,266,2,1,266
537,40,3332,0,267,2,0,267
538,36,3610,0,267,2,1,267
539,40,3418,0,268,2,0,268
540,36,3559,0,268,2,1,268
541,40,3506,0,269,2,0,269
542,36,3506,0,269,2,1,269
543,40,3559,0,270,2,0,270
544,36,3418,0,270,2,1,270
545,40,3610,0,271,2,0,271
546,36,3332,0,271,2,1,271
547,40,3661,0,272,2,0,272
548,36,3246,0,272,2,1,272
549,40,3711,0,273,2,0,273
550,36,3161,0,273,2,1,273
551,40,3761,0,274,2,0,274
552,36,3076,0,274,2,1,274
553,40,3810,0,275,2,0,275
554,36,2992,0,275,2,1,275
555,40,3858,0,276,2,0,276
556,36,2909,0,276,2,1,276
557,40,3905,0,277,2,0,277
558,36,2827,0,277,2,1,277
559,40,3951,0,278,2,0,278
560,36,2745,0,278,2,1,278
561,40,3997,0,279,2,0,279
562,36,2664,0,279,2,1,279
563,40,2664,0,280,2,0,280
564,49,3997,0,280,2,1,280
565,40,2745,0,281,2,0,281
566,49,3951,0,281,2,1,281
567,40,2827,0,282,2,0,282
568,49,3905,0,282,2,1,282
569,40,2909,0,283,2,0,283
570,49,3858,0,283,2,1,283
571,40,2992,0,284,2,0,284
572,49,3810,0,284,2,1,284
573,40,3076,0,285,2,0,285
574,49,3761,0,285,2,1,285
575,40,3161,0,286,2,0,286
576,49,3711,0,286,2,1,286
577,40,3246,0,287,2,0,287
578,49,3661,0,287,2,1,287
579,40,3332,0,288,2,0,288
580,49,3610,0,288,2,1,288
581,40,3418,0,289,2,0,289
582,49,3559,0,289,2,1,289
583,40,3506,0,290,2,0,290
584,49,3506,0,290,2,1,290
585,40,3559,0,291,2,0,291
586,49,3418,0,291,2,1,291
587,40,3610,0,292,2,0,292
588,49,3332,0,292,2,1,292
589,40,3661,0,293,2,0,293
590,49,3246,0,293,2,1,293
591,40,3711,0,294,2,0,294
592,49,3161,0,294,2,1,294
593,40,3761,0,295,2,0,295
594,49,3076,0,295,2,1,295
595,40,3810,0,296,2,0,296
596,49,2992,0,296,2,1,296
597,40,3858,0,297,2,0,297
598,49,2909,0,297,2,1,297
599,40,3905,0,298,2,0,298
600,49,2827,0,298,2,1,298
601,40,3951,0,299,2,0,299
602,49,2745,0,299,2,1,299
603,40,3997,0,300,2,0,300
604,49,2664,0,300,2,1,300
605,40,2664,0,301,2,0,301
606,32,3997,0,301,2,1,301
607,40,2745,0,302,2,0,302
608,32,3951,0,302,2,1,302
609,40,2827,0,303,2,0,303
610,32,3905,0,303,2,1,303
611,40,2909,0,304,2,0,304
612,32,3858,0,304,2,1,304
613,40,2992,0,305,2,0,305
614,32,3810,0,305,2,1,305
615,40,3076,0,306,2,0,306
616,32,3761,0,306,2,1,306
617,40,3161,0,307,2,0,307
618,32,3711,0,307,2,1,307
619,40,3246,0,308,2,0,308
620,32,3661,0,308,2,1,308
621,40,3332,0,309,2,0,309
622,32,3610,0,309,2,1,309
623,40,3418,0,310,2,0,310
624,32,3559,0,310,2,1,310
625,40,3506,0,311,2,0,311
626,32,3506,0,311,2,1,311
627,40,3559,0,312,2,0,312
628,32,3418,0,312,2,1,312
629,40,3610,0,313,2,0,313
630,32,3332,0,313,2,1,313
631,40,3661,0,314,2,0,314
632,32,3246,0,314,2,1,314
633,40,3711,0,315,2,0,315
634,32,3161,0,315,2,1,315
635,40,3761,0,316,2,0,316
636,32,3076,0,316,2,1,316
637,40,3810,0,317,2,0,317
638,32,2992,0,317,2,1,317
639,40,3858,0,318,2,0,318
640,32,2909,0,318,2,1,318
641,40,3905,0,319,2,0,319
642,32,2827,0,319,2,1,319
643,40,3951,0,320,2,0,320
644,32,2745,0,320,2,1,320
645,40,3997,0,321,2,0,321
646,32,2664,0,321,2,1,321
647,49,2664,0,322,2,0,322
648,40,3997,0,322,2,1,322
649,49,2745,0,323,2,0,323
650,40,3951,0,323,2,1,323
651,49,2827,0,324,2,0,324
652,40,3905,0,324,2,1,324
653,49,2909,0,325,2,0,325
654,40,3858,0,325,2,1,325
655,49,2992,0,326,2,0,326
656,40,3810,0,326,2,1,326
657,49,3076,0,327,2,0,327
658,40,3761,0,327,2,1,327
659,49,3161,0,328,2,0,328
660,40,3711,0,328,2,1,328
661,49,3246,0,329,2,0,329
662,40,3661,0,329,2,1,329
663,49,3332,0,330,2,0,330
664,40,3610,0,330,2,1,330
665,49,3418,0,331,2,0,331
666,40,3559,0,331,2,1,331
667,49,3506,0,332,2,0,332
668,40,3506,0,332,2,1,332
669,49,3559,0,333,2,0,333
670,40,3418,0,333,2,1,333
671,49,3610,0,334,2,0,334
672,40,3332,0,334,2,1,334
673,49,3661,0,335,2,0,335
674,40,3246,0,335,2,1,335
675,49,3711,0,336,2,0,336
676,40,3161,0,336,2,1,336
677,49,3761,0,337,2,0,337
678,40,3076,0,337,2,1,337
679,49,3810,0,338,2,0,338
680,40,2992,0,338,2,1,338
681,49,3858,0,339,2,0,339
682,40,2909,0,339,2,1,339
683,49,3905,0,340,2,0,340
684,40,2827,0,340,2,1,340
685,49,3951,0,341,2,0,341
686,40,2745,0,341,2,1,341
687,49,3997,0,342,2,0,342
688,40,2664,0,342,2,1,342
689,40,2664,0,343,2,0,343
690,32,3997,0,343,2,1,343
691,40,2745,0,344,2,0,344
692,32,3951,0,344,2,1,344
693,40,2827,0,345,2,0,345
694,32,3905,0,345,2,1,345
695,40,2909,0,346,2,0,346
696,32,3858,0,346,2,1,346
697,40,2992,0,347,2,0,347
698,32,3810,0,347,2,1,347
699,40,3076,0,348,2,0,348
700,32,3761,0,348,2,1,348
701,40,3161,0,349,2,0,349
702,32,3711,0,349,2,1,349
703,40,3246,0,350,2,0,350
704,32,3661,0,350,2,1,350
705,40,3332,0,351,2,0,351
706,32,3610,0,351,2,1,351
707,40,3418,0,352,2,0,352
708,32,3559,0,352,2,1,352
709,40,3506,0,353,2,0,353
710,32,3506,0,353,2,1,353
711,40,3559,0,354,2,0,354
712,32,3418,0,354,2,1,354
713,40,3610,0,355,2,0,355
714,32,3332,0,355,2,1,355
715,40,3661,0,356,2,0,356
716,32,3246,0,356,2,1,356
717,40,3711,0,357,2,0,357
718,32,3161,0,357,2,1,357
719,40,3761,0,358,2,0,358
720,32,3076,0,358,2,1,358
721,40,3810,0,359,2,0,359
722,32,2992,0,359,2,1,359
723,40,3858,0,360,2,0,360
724,32,2909,0,360,2,1,360
725,40,3905,0,361,2,0,361
726,32,2827,0,361,2,1,361
727,40,3951,0,362,2,0,362
728,32,2745,0,362,2,1,362
729,40,3997,0,363,2,0,363
730,32,2664,0,363,2,1,363
731,40,2664,0,364,2,0,364
732,36,3997,0,364,2,1,364
733,40,2745,0,365,2,0,365
734,36,3951,0,365,2,1,365
735,40,2827,0,366,2,0,366
736,36,3905,0,366,2,1,366
737,40,2909,0,367,2,0,367
738,36,3858,0,367,2,1,367
739,40,2992,0,368,2,0,368
740,36,3810,0,368,2,1,368
741,40,3076,0,369,2,0,369
742,36,3761,0,369,2,1,369
743,40,3161,0,370,2,0,370
744,36,3711,0,370,2,1,370
745,40,3246,0,371,2,0,371
746,36,3661,0,371,2,1,371
747,40,3332,0,372,2,0,372
748,36,3610,0,372,2,1,372
749,40,3418,0,373,2,0,373
750,36,3559,0,373,2,1,373
751,40,3506,0,374,2,0,374
752,36,3506,0,374,2,1,374
753,40,3559,0,375,2,0,375
754,36,3418,0,375,2,1,375
755,40,3610,0,376,2,0,376
756,36,3332,0,376,2,1,376
757,40,3661,0,377,2,0,377
758,36,3246,0,377,2,1,377
759,40,3711,0,378,2,0,378
760,36,3161,0,378,2,1,378
761,40,3761,0,379,2,0,379
762,36,3076,0,379,2,1,379
763,40,3810,0,380,2,0,380
764,36,2992,0,380,2,1,380
765,40,3858,0,381,2,0,381
766,36,2909,0,381,2,1,381
767,40,3905,0,382,2,0,382
768,36,2827,0,382,2,1,382
769,40,3951,0,383,2,0,383
770,36,2745,0,383,2,1,383
771,40,3997,0,384,2,0,384
772,36,2664,0,384,2,1,384
773,40,2664,0,385,2,0,385
774,49,3997,0,385,2,1,385
775,40,2745,0,386,2,0,386
776,49,3951,0,386,2,1,386
777,40,2827,0,387,2,0,387
778,49,3905,0,387,2,1,387
779,40,2909,0,388,2,0,388
780,49,3858,0,388,2,1,388
781,40,2992,0,389,2,0,389
782,49,3810,0,389,2,1,389
783,40,3076,0,390,2,0,390
784,49,3761,0,390,2,1,390
785,40,3161,0,391,2,0,391
786,49,3711,0,391,2,1,391
787,40,3246,0,392,2,0,392
788,49,3661,0,392,2,1,392
789,40,3332,0,393,2,0,393
790,49,3610,0,393,2,1,393
791,40,3418,0,394,2,0,394
792,49,3559,0,394,2,1,394
793,40,3506,0,395,2,0,395
794,49,3506,0,395,2,1,395
795,40,3559,0,396,2,0,396
796,49,3418,0,396,2,1,396
797,40,3610,0,397,2,0,397
798,49,3332,0,397,2,1,397
799,40,3661,0,398,2,0,398
800,49,3246,0,398,2,1,398
801,40,3711,0,399,2,0,399
802,49,3161,0,399,2,1,399
803,40,3761,0,400,2,0,400
804,49,3076,0,400,2,1,400
805,40,3810,0,401,2,0,401
806,49,2992,0,401,2,1,401
807,40,3858,0,402,2,0,402
808,49,2909,0,402,2,1,402
809,40,3905,0,403,2,0,403
810,49,2827,0,403,2,1,403
811,40,3951,0,404,2,0,404
812,49,2745,0,404,2,1,404
813,40,3997,0,405,2,0,405
814,49,2664,0,405,2,1,405
815,40,2664,0,406,2,0,406
816,36,3997,0,406,2,1,406
817,40,2745,0,407,2,0,407
818,36,3951,0,407,2,1,407
819,40,2827,0,408,2,0,408
820,36,3905,0,408,2,1,408
821,40,2909,0,409,2,0,409
822,36,3858,0,409,2,1,409
823,40,2992,0,410,2,0,410
824,36,3810,0,410,2,1,410
825,40,3076,0,411,2,0,411
826,36,3761,0,411,2,1,411
827,40,3161,0,412,2,0,412
828,36,3711,0,412,2,1,412
829,40,3246,0,413,2,0,413
830,36,3661,0,413,2,1,413
831,40,3332,0,414,2,0,414
832,36,3610,0,414,2,1,414
833,40,3418,0,415,2,0,415
834,36,3559,0,415,2,1,415
835,40,3506,0,416,2,0,416
836,36,3506,0,416,2,1,416
837,40,3559,0,417,2,0,417
838,36,3418,0,417,2,1,417
839,40,3610,0,418,2,0,418
840,36,3332,0,418,2,1,418
841,40,3661,0,419,2,0,419
842,36,3246,0,419,2,1,419
843,40,3711,0,420,2,0,420
844,36,3161,0,420,2,1,420
845,40,3761,0,421,2,0,421
846,36,3076,0,421,2,1,421
847,40,3810,0,422,2,0,422
848,36,2992,0,422,2,1,422
849,40,3858,0,423,2,0,423
850,36,2909,0,423,2,1,423
851,40,3905,0,424,2,0,424
852,36,2827,0,424,2,1,424
853,40,3951,0,425,2,0,425
854,36,2745,0,425,2,1,425
855,40,3997,0,426,2,0,426
856,36,2664,0,426,2,1,426
857,49,2664,0,427,2,0,427
858,40,3997,0,427,2,1,427
859,49,2745,0,428,2,0,428
860,40,3951,0,428,2,1,428
861,49,2827,0,429,2,0,429
862,40,3905,0,429,2,1,429
863,49,2909,0,430,2,0,430
